-2.83;1.32
-1.23;1.92
-1.1;1.24
-0.6;1.28
-0.43;1.83
-0.22;2.13
0.08;0.99
0.33;1.71
0.38;1.09
0.41;1.13
0.51;0.86
0.62;1.09
0.98;1.19
1.11;1.21
1.18;0.99
1.34;0.94
1.46;1.66
1.76;1.63
1.95;1.69
2.06;1.61
2.18;1.45
2.19;0.94
2.29;1.14
2.31;1.57
2.37;1.85
2.66;1.03
2.75;0.97
2.82;1.65
2.92;0.91
3;1.67
3.07;1.41
3.12;1.95
3.2;2
3.39;0.98
3.48;0.85
3.9;0.92
4.15;1.35
4.2;1.01
4.45;0.78
4.63;0.8
4.83;1.47
4.9;1.19
5.35;1.29
5.38;1.61
5.42;0.81
5.48;1.45
5.57;0.79
5.67;1.53
5.7;1.45
5.72;1.17
5.78;1.16
6;1.19
6.01;1.23
6.02;0.79
6.04;1.57
6.08;0.95
6.14;0.5
6.27;1.35
6.37;1.2
6.42;1.1
6.42;0.97
6.45;1.12
6.48;0.91
6.53;0.83
6.56;0.82
6.56;1.09
6.59;0.78
6.62;0.64
6.79;0.74
6.9;0.65
6.97;0.67
7.18;1.05
7.22;0.78
7.32;1
7.37;0.81
7.46;0.85
7.54;0.63
7.57;0.64
7.58;0.65
8.62;0.97
8.84;0.68
8.98;0.79
8.99;0.69
9.13;0.7
9.18;1.03
9.78;0.6
9.92;1.05
10;1.02
10.09;0.64
10.12;0.68
10.27;0.97
10.28;1.01
10.58;0.64
11.08;0.95
11.32;0.7
11.38;0.65
11.75;0.97
11.95;1.15
11.96;0.66
12.17;0.81
12.46;0.59
12.49;0.65
12.49;1
13.23;1.15
13.3;0.98
13.5;1.08
13.53;0.7
13.69;0.65
13.7;1.08
13.86;1.01
13.88;1.21
14.15;0.91
14.26;1.12
14.39;0.97
14.42;1.25
14.71;1.13
14.85;0.96
14.95;0.96
15.11;1
15.18;0.99
15.49;1.26
15.77;1.08
15.81;1.48
16.01;1.12
16.13;1.19
16.22;1.23
16.47;1.44
16.47;1.67
16.5;1.26
16.53;1
16.58;1.27
16.64;1.23
17.01;1.6
17.3;1.62
17.33;1.42
17.73;1.5
18.1;1.59
18.36;1.47
18.57;0.92
18.63;1.42
18.74;1.31
18.76;1.47
18.85;1.69
18.96;1.6
19.09;1.55
19.1;1.6
19.19;1.7
19.45;1.51
19.5;1.81
19.61;1.52
19.66;1.33
19.72;1.89
19.89;1.75
19.9;1.62
20.4;1.81
20.83;1.75
20.9;2.06
21.01;1.44
21.16;1.84
21.25;1.91
21.86;1.52
21.92;1.36
22;2.38
22.16;1.71
22.41;2.08
22.91;2.26
23.05;2.46
23.17;2.1
23.18;1.77
23.35;2.18
23.75;2.39
23.83;2.54
23.9;2.42
24.24;1.93
24.41;2.59
24.73;2.91
24.82;2.59
25.35;2.75
25.91;2.58
26;2.46
27.08;3.98
27.68;4.64
