-5.93;0.88
-3.78;0.59
-3.65;0.59
-3.48;0.59
-3.13;0.6
-2.66;0.6
-2.19;0.98
-2.06;0.6
-1.96;0.59
-1.8;0.59
-1.79;0.59
-0.71;0.59
-0.02;0.6
0.17;0.94
0.65;0.59
0.75;0.59
0.78;0.59
0.83;0.58
0.93;0.59
0.93;0.78
1.1;0.59
1.4;0.6
1.65;0.58
1.74;0.61
1.75;1
1.88;0.58
2.24;0.59
2.25;0.59
2.31;0.59
2.45;0.59
2.49;0.76
2.71;0.59
3.1;0.59
3.11;0.59
3.31;0.59
3.35;0.59
3.48;0.58
3.63;0.58
3.65;0.58
3.68;0.61
4.04;0.63
4.13;0.57
4.17;0.59
4.32;0.58
4.4;0.59
4.45;0.58
4.73;0.59
4.81;0.6
4.84;0.69
4.88;0.7
5.05;0.58
5.14;0.58
5.16;0.59
5.39;0.58
5.43;0.61
5.54;0.96
5.75;0.58
5.77;0.58
5.8;0.58
6;0.56
6.02;0.58
6.07;0.57
6.17;0.58
6.24;0.58
6.28;0.75
6.29;0.57
6.31;0.58
6.42;0.58
6.58;0.57
6.62;0.57
6.62;0.57
6.8;0.57
6.87;0.57
6.95;0.57
7.13;0.58
7.15;0.6
7.26;0.61
7.47;0.59
7.51;0.59
8.18;0.57
8.3;0.57
8.99;0.57
9.15;0.57
9.18;0.57
9.21;0.57
9.22;0.62
9.34;0.59
9.59;0.71
9.92;0.58
9.95;0.66
10;0.57
10.12;0.57
10.16;0.61
10.28;0.58
10.43;0.59
10.58;0.57
10.88;0.6
11.19;0.59
11.38;0.71
11.47;0.72
11.51;0.62
12.12;0.64
12.25;0.59
12.34;0.56
12.37;0.56
12.46;0.55
13.25;0.73
13.4;0.7
13.53;0.8
13.57;0.83
13.69;0.66
13.77;1.05
13.79;0.73
13.84;0.83
13.84;0.92
13.85;0.72
14.21;0.62
14.58;1.17
14.75;0.55
14.91;0.54
15.14;0.82
15.45;0.74
15.5;0.81
15.64;1.12
15.79;0.71
15.99;0.8
16.3;0.66
16.3;0.71
16.31;1.07
16.32;1.14
16.53;0.83
16.62;0.75
16.92;0.92
17.16;0.87
17.26;0.67
17.3;1.03
17.61;0.84
18.17;0.83
18.33;0.97
18.36;0.99
18.66;0.82
18.83;1.19
18.86;0.79
18.92;1
19;1.04
19.07;0.96
19.09;0.91
19.17;1.21
19.24;1.16
19.42;0.56
19.45;0.66
19.68;1.11
19.79;1.14
19.79;1.15
20.07;0.99
20.83;0.81
20.83;1.09
20.89;0.75
21.05;0.63
21.07;1.15
21.25;0.95
21.61;0.57
21.8;0.6
21.91;1.3
22.4;1.1
22.82;1.58
22.92;1.07
22.95;1.47
22.96;1.51
23;1
23.2;1.28
23.27;1.28
23.9;1.6
23.98;1.75
24.31;1.67
24.35;0.97
24.64;1.66
25.33;1.69
25.41;1.9
26.14;1.48
26.84;2.19
27.16;3.12
