-6.67;1.32
-4.27;0.78
-3.22;2.08
-2.82;2.3
-2.8;1.57
-2.23;2.06
-2.05;2.05
-1.86;1.1
-1.8;1.41
-0.58;1.89
0.14;2.38
0.64;1.17
0.92;1.07
0.92;0.81
1.18;1.56
1.25;2.81
1.33;1.81
1.46;0.99
1.59;1.39
1.65;0.81
1.95;1
2.05;1.4
2.15;1.21
2.31;1.52
2.41;0.58
2.55;0.83
2.75;3.07
2.75;0.98
3.12;1.52
3.18;1.71
3.24;1.66
3.39;1.06
3.45;0.6
3.54;1.83
3.62;2.11
3.78;1.3
3.9;1.4
4.21;1.04
4.63;0.89
4.65;0.63
4.76;0.7
4.9;0.74
5.08;0.71
5.1;1.05
5.18;0.59
5.29;0.82
5.45;0.62
5.48;0.62
5.51;0.87
5.53;0.61
5.68;0.65
5.68;1.04
5.78;0.92
5.8;0.82
5.99;0.75
6.21;1.29
6.25;0.85
6.27;0.8
6.42;0.65
6.44;0.76
6.5;0.63
6.52;0.63
6.52;1.01
6.68;0.6
6.79;0.74
6.85;0.7
6.88;0.88
6.89;0.61
6.96;0.61
7.02;0.82
7.07;0.62
7.27;0.95
7.27;0.67
7.33;0.6
7.44;0.91
7.58;0.6
7.63;1.21
7.66;0.7
7.7;0.69
7.88;0.64
7.98;0.61
8.09;0.79
8.23;0.65
8.62;0.6
9.01;0.6
9.11;0.62
9.18;0.62
9.36;0.64
9.78;0.59
9.92;0.55
10.13;0.62
10.17;0.73
10.21;0.7
10.27;0.6
10.46;0.6
10.53;0.76
10.57;0.56
10.87;0.7
11.08;0.6
11.36;0.63
11.53;0.55
11.67;0.6
11.67;0.55
12.05;0.54
12.45;0.7
12.46;0.54
12.59;0.53
12.7;0.55
13.34;0.55
13.48;0.54
13.59;0.64
13.86;0.54
13.88;0.53
13.92;0.54
13.95;0.54
14.24;0.53
14.5;0.55
14.89;0.52
14.95;0.52
14.96;0.55
15.03;0.54
15.11;0.51
15.5;0.57
15.74;0.59
15.8;0.66
16.15;0.53
16.28;0.55
16.3;0.59
16.57;0.63
17.11;0.64
17.18;0.59
17.25;0.61
17.3;0.75
17.39;0.64
17.5;0.69
17.79;0.63
18.1;0.67
18.26;0.56
18.5;0.69
18.57;0.73
18.7;0.7
18.73;0.6
18.84;0.86
18.98;0.67
18.98;0.74
19.06;0.65
19.07;0.71
19.15;0.53
19.27;0.8
19.61;0.6
19.72;0.68
19.82;0.65
19.9;0.98
20.22;0.61
20.74;0.74
21.01;0.59
21.19;1.14
21.3;1.03
21.69;0.56
21.7;0.67
21.75;0.95
21.95;0.6
22.29;0.84
22.36;1.15
22.52;1.03
22.96;1.24
23.17;1.18
23.18;1.38
23.24;0.65
23.3;0.79
23.67;1.04
23.9;1.19
24.05;0.95
24.55;1.3
24.7;1.2
24.84;1.36
24.91;1.65
24.93;1.39
26.2;1.37
26.5;1.85
27.04;2.36
28.11;2.87
