-7.9;1.07
-6.72;0.79
-5.98;0.69
-5.93;0.68
-5.62;0.65
-5.18;0.62
-5.09;0.62
-4.38;0.6
-4.09;0.59
-3.97;0.59
-2.67;0.6
-1.09;0.63
-0.62;0.64
-0.53;0.64
-0.43;0.64
-0.32;0.64
-0.27;0.64
0.62;0.65
0.65;0.65
1.38;0.66
1.46;0.66
1.54;0.65
1.64;0.65
1.66;0.65
2.07;0.65
2.2;0.65
2.22;0.65
2.24;0.65
2.37;0.65
2.41;0.65
2.51;0.65
2.75;0.64
2.83;0.64
2.88;0.64
3.54;0.63
3.55;0.63
3.65;0.63
3.77;0.63
4.03;0.62
4.08;0.62
4.11;0.62
4.25;0.62
4.27;0.62
4.41;0.61
4.7;0.61
5.19;0.59
5.33;0.59
5.5;0.59
5.58;0.58
5.59;0.58
5.79;0.58
5.84;0.58
5.86;0.58
5.88;0.58
5.92;0.57
6.15;0.57
6.16;0.57
6.27;0.57
6.33;0.56
6.4;0.56
6.44;0.56
6.44;0.56
6.46;0.56
6.48;0.56
6.51;0.56
6.62;0.56
6.74;0.55
6.83;0.55
6.94;0.55
7.21;0.54
7.23;0.54
7.28;0.54
7.33;0.54
7.43;0.54
7.48;0.54
7.51;0.54
7.67;0.53
7.91;0.53
8.35;0.52
8.67;0.52
8.78;0.51
8.87;0.51
9.03;0.51
9.53;0.51
9.65;0.51
9.74;0.5
9.92;0.5
9.97;0.5
10;0.5
10.15;0.5
10.29;0.5
10.4;0.5
10.54;0.5
10.62;0.5
10.85;0.5
11.17;0.51
11.2;0.51
11.27;0.51
11.39;0.51
11.46;0.51
11.89;0.51
12.23;0.52
12.24;0.52
12.33;0.52
12.39;0.52
12.41;0.52
12.43;0.52
12.56;0.52
12.68;0.53
12.85;0.53
12.9;0.53
13.03;0.53
13.28;0.54
13.58;0.55
13.88;0.56
14.18;0.56
14.45;0.57
14.54;0.57
14.65;0.58
14.75;0.58
14.78;0.58
15.2;0.6
15.58;0.61
15.58;0.61
15.77;0.61
15.85;0.62
15.93;0.62
16.09;0.63
16.27;0.63
16.49;0.64
16.66;0.65
16.77;0.65
16.91;0.65
17.17;0.66
17.47;0.67
17.72;0.68
17.73;0.68
17.85;0.69
17.97;0.69
18.23;0.7
18.43;0.71
18.55;0.71
18.93;0.72
18.95;0.72
19.07;0.73
19.11;0.73
19.17;0.73
19.22;0.73
19.23;0.73
19.28;0.73
19.47;0.74
19.84;0.75
20;0.76
20.11;0.76
20.24;0.76
20.69;0.78
20.73;0.78
20.83;0.78
20.95;0.79
20.98;0.79
21.55;0.81
21.78;0.82
22.05;0.83
22.74;0.86
22.8;0.86
22.85;0.87
22.95;0.87
22.98;0.87
22.99;0.87
23.08;0.88
23.23;0.89
23.37;0.9
23.93;0.94
24.12;0.96
24.54;1
24.6;1.01
24.86;1.04
24.94;1.05
25;1.06
26.09;1.25
26.73;1.41
27.98;1.87
