-2.59;1.02
-0.25;1.18
0.31;1.16
0.45;1.16
0.98;1.14
1.48;1.12
1.51;1.12
1.65;1.11
1.78;1.11
1.95;1.1
2.02;1.1
2.21;1.09
2.37;1.08
2.74;1.07
2.79;1.07
3.07;1.06
3.14;1.06
3.55;1.05
3.58;1.05
3.6;1.05
3.64;1.05
3.65;1.05
3.71;1.05
3.72;1.05
3.83;1.05
3.87;1.05
3.87;1.05
3.95;1.05
4.11;1.04
4.36;1.04
4.62;1.04
5.25;1.05
5.37;1.06
5.42;1.06
5.6;1.06
5.75;1.07
5.75;1.07
5.84;1.07
5.87;1.07
6.09;1.08
6.33;1.09
6.4;1.09
6.4;1.09
6.52;1.1
6.64;1.11
6.75;1.11
6.8;1.12
6.95;1.12
7.12;1.13
7.38;1.15
7.51;1.16
7.51;1.16
7.52;1.16
7.53;1.16
7.54;1.16
7.54;1.16
7.58;1.17
7.65;1.17
7.71;1.17
8.01;1.2
8.12;1.21
8.15;1.21
8.25;1.22
8.29;1.22
8.55;1.24
8.55;1.24
8.58;1.24
8.65;1.25
8.65;1.25
8.7;1.25
8.74;1.26
8.85;1.27
8.95;1.27
8.95;1.27
9.01;1.28
9.07;1.28
9.08;1.29
9.5;1.32
9.63;1.33
9.78;1.35
9.85;1.35
10.24;1.39
10.27;1.39
10.3;1.4
10.42;1.41
10.57;1.42
10.83;1.45
10.83;1.45
10.96;1.46
10.99;1.46
11.05;1.47
11.32;1.49
11.35;1.5
11.39;1.5
11.42;1.5
11.59;1.52
11.75;1.53
12.33;1.58
12.54;1.6
12.62;1.61
12.7;1.62
12.83;1.63
13.25;1.66
13.38;1.67
13.62;1.69
13.7;1.7
13.8;1.7
13.92;1.71
13.98;1.72
14.19;1.73
14.53;1.76
14.64;1.76
14.83;1.78
15.12;1.8
15.19;1.8
15.21;1.8
15.41;1.82
15.42;1.82
15.87;1.84
15.91;1.85
15.96;1.85
15.99;1.85
16.09;1.86
16.33;1.87
16.86;1.9
16.87;1.9
16.91;1.91
16.91;1.91
17.33;1.93
17.72;1.95
18.1;1.98
18.11;1.98
18.29;1.99
18.66;2.02
18.92;2.04
19.06;2.05
19.15;2.05
19.33;2.07
19.45;2.08
19.46;2.08
19.53;2.09
19.87;2.12
19.99;2.13
20.02;2.13
20.22;2.15
20.24;2.16
20.31;2.16
20.52;2.19
20.55;2.19
20.67;2.21
20.75;2.22
20.93;2.24
21.3;2.29
21.3;2.29
21.37;2.31
21.4;2.31
21.51;2.33
21.87;2.39
21.9;2.4
21.96;2.41
22.62;2.54
22.64;2.55
23.03;2.64
23.05;2.65
23.18;2.68
23.58;2.8
23.72;2.84
23.81;2.87
23.9;2.9
24.48;3.1
24.8;3.23
24.8;3.23
24.82;3.23
24.97;3.3
25.09;3.35
25.28;3.43
25.35;3.47
25.63;3.6
26.22;3.92
26.57;4.12
27.6;4.82
28.09;5.2
