-6.2;0.71
-4.39;0.59
-4.37;0.59
-4.13;0.58
-4.08;0.58
-3.54;0.58
-3.53;0.58
-3.39;0.58
-3.1;0.58
-2.74;0.58
-2.01;0.59
-1.1;0.6
-1;0.6
-0.92;0.6
-0.69;0.6
0.17;0.61
0.26;0.61
0.35;0.61
0.68;0.61
0.72;0.61
0.75;0.61
0.78;0.61
0.99;0.61
1.4;0.61
1.44;0.61
1.73;0.61
1.75;0.61
1.79;0.61
1.89;0.61
2.2;0.61
2.2;0.61
2.25;0.61
2.32;0.6
2.4;0.6
2.42;0.6
2.88;0.6
3.02;0.6
3.09;0.6
3.15;0.6
3.19;0.6
3.31;0.59
3.49;0.59
4.04;0.58
4.22;0.58
4.35;0.58
4.4;0.58
4.44;0.58
4.44;0.58
4.84;0.57
4.88;0.57
4.95;0.57
5.02;0.57
5.09;0.57
5.39;0.57
5.41;0.57
5.43;0.57
5.54;0.57
5.7;0.56
5.72;0.56
5.88;0.56
5.93;0.56
6.16;0.56
6.22;0.56
6.22;0.56
6.28;0.56
6.29;0.56
6.42;0.56
6.42;0.56
6.5;0.56
6.62;0.56
6.78;0.56
6.84;0.56
6.9;0.56
7;0.56
7.18;0.56
7.26;0.56
7.39;0.56
7.56;0.56
7.66;0.56
7.79;0.56
8.3;0.56
8.56;0.56
9.03;0.57
9.15;0.57
9.22;0.57
9.71;0.58
10;0.59
10;0.59
10.14;0.59
10.16;0.59
10.27;0.6
10.58;0.61
11.16;0.62
11.23;0.63
11.91;0.65
12.25;0.67
13.11;0.71
13.52;0.72
13.53;0.72
13.85;0.74
14.35;0.76
14.44;0.77
14.52;0.77
14.79;0.78
14.91;0.79
15.18;0.8
15.75;0.83
15.94;0.84
16.07;0.84
16.07;0.84
16.45;0.86
16.89;0.88
17.14;0.89
17.28;0.89
17.67;0.91
18.37;0.93
18.52;0.93
18.59;0.94
18.68;0.94
18.74;0.94
18.87;0.95
18.96;0.95
19.07;0.95
19.27;0.96
20.63;1
20.63;1
20.96;1.01
20.98;1.01
21.19;1.02
21.21;1.02
21.52;1.04
21.8;1.05
21.91;1.06
22.47;1.09
22.57;1.1
22.57;1.1
22.63;1.1
23.09;1.15
23.15;1.15
23.17;1.15
23.46;1.19
23.62;1.21
23.9;1.25
24.35;1.32
24.51;1.36
24.64;1.38
24.91;1.44
25.13;1.5
26.14;1.84
26.97;2.24
27.16;2.35
