-2.37;0.43
-0.03;0.64
0.41;0.65
0.67;0.65
1.07;0.64
1.39;0.64
1.64;0.63
1.69;0.63
2.08;0.62
2.17;0.62
2.32;0.61
2.41;0.61
2.52;0.61
2.71;0.6
3.07;0.59
3.24;0.59
3.58;0.58
3.6;0.58
3.72;0.57
3.74;0.57
3.75;0.57
3.78;0.57
3.82;0.57
3.92;0.57
3.95;0.57
4.04;0.57
4.25;0.56
4.28;0.56
4.54;0.55
4.57;0.55
4.76;0.55
5.42;0.54
5.5;0.54
5.53;0.54
5.6;0.54
5.75;0.54
5.84;0.54
6.08;0.54
6.21;0.54
6.27;0.54
6.4;0.54
6.4;0.54
6.42;0.54
6.59;0.55
6.75;0.55
6.75;0.55
6.79;0.55
7.04;0.55
7.18;0.55
7.29;0.56
7.29;0.56
7.51;0.56
7.52;0.56
7.53;0.56
7.54;0.56
7.58;0.56
7.65;0.56
7.71;0.57
8.01;0.57
8.03;0.57
8.12;0.58
8.15;0.58
8.25;0.58
8.29;0.58
8.58;0.59
8.65;0.6
8.65;0.6
8.7;0.6
8.7;0.6
8.74;0.6
8.85;0.6
8.95;0.61
8.95;0.61
9.01;0.61
9.07;0.61
9.08;0.61
9.17;0.62
9.5;0.63
9.6;0.63
9.63;0.63
9.77;0.64
10.02;0.65
10.03;0.65
10.24;0.66
10.3;0.67
10.37;0.67
10.83;0.69
10.83;0.69
10.85;0.69
10.91;0.7
10.96;0.7
11.32;0.72
11.35;0.72
11.39;0.72
11.42;0.72
11.59;0.73
12.04;0.76
12.05;0.76
12.38;0.77
12.62;0.79
12.83;0.8
12.95;0.8
13.06;0.81
13.38;0.82
13.41;0.83
13.62;0.84
13.77;0.84
14.06;0.86
14.17;0.86
14.19;0.86
14.53;0.88
14.64;0.88
14.83;0.89
15.19;0.91
15.2;0.91
15.21;0.91
15.41;0.92
15.42;0.92
15.87;0.93
15.91;0.93
15.99;0.94
16.04;0.94
16.09;0.94
16.34;0.95
16.75;0.97
16.9;0.97
16.91;0.97
16.91;0.97
17.05;0.98
17.72;1
17.9;1.01
18.01;1.01
18.15;1.01
18.19;1.02
18.92;1.04
18.99;1.05
19.03;1.05
19.12;1.05
19.15;1.05
19.6;1.07
19.81;1.08
19.83;1.08
19.89;1.09
19.94;1.09
19.99;1.09
20.05;1.09
20.31;1.11
20.32;1.11
20.5;1.12
20.73;1.13
20.88;1.14
20.96;1.15
21.3;1.17
21.6;1.2
21.71;1.21
21.73;1.21
21.79;1.22
21.81;1.22
21.96;1.23
22.07;1.24
22.63;1.31
22.66;1.31
22.83;1.33
23.19;1.39
23.27;1.4
23.73;1.48
23.73;1.48
23.75;1.48
23.76;1.48
24.55;1.65
24.82;1.71
24.84;1.72
25.07;1.78
25.1;1.79
25.1;1.79
25.14;1.8
25.14;1.8
25.69;1.96
26.09;2.1
26.57;2.29
27.6;2.78
28.09;3.05
